group,models,policy,n_seeds,n_decidable_mean,decidable_share_mean,acc_full_mean,acc_full_std,acc_decidable_mean,acc_decidable_std,decidable_lift_pp_mean,decidable_lift_pp_std,router_disagrees_share_mean,router_correct_when_disagrees_mean
gemini_flash_llama,"gemini_flash,llama_70b",random_forest_router,30,23.566666666666666,0.11962774957698816,0.9072758037225043,0.023163559827824785,0.6758093191531603,0.07807732050982258,9.455458012688608,12.996500984256157,0.7835871404399323,0.9096628256094018
gemini_flash_llama,"gemini_flash,llama_70b",tfidf_linear_svm_router,30,23.566666666666666,0.11962774957698816,0.8820642978003385,0.022610341601770327,0.4640170733410035,0.07001144133245413,-11.723766568527083,12.51581044822198,0.8379018612521151,0.8744104440741389
gemini_flash_llama,"gemini_flash,llama_70b",tfidf_logistic_router,30,23.566666666666666,0.11962774957698816,0.896108291032149,0.024132931507005517,0.5823644423808159,0.07976731557401491,0.1109703354541475,12.088631021117582,0.7720812182741117,0.8928625074428201
gemini_flash_llama,"gemini_flash,llama_70b",tfidf_mlp_router,30,23.566666666666666,0.11962774957698816,0.8817258883248731,0.02374007740176853,0.46397165551335834,0.07299911751685237,-11.728308351291595,13.355932405761301,0.8549915397631133,0.8808335956103718
gemini_flash_mistral,"gemini_flash,mistral_nemo",always_gemini_flash,30,63.63333333333333,0.32301184433164126,0.8769881556683587,0.024020374307983944,0.8208812070891276,0.048294022631373654,0.0,0.0,0.0,
gemini_flash_mistral,"gemini_flash,mistral_nemo",decision_tree_router,30,63.63333333333333,0.32301184433164126,0.8387478849407783,0.026617288573208865,0.7021709112538486,0.05577204925369334,-11.8710295835279,8.360277975850746,0.27275803722504227,0.6738054038774056
gemini_flash_mistral,"gemini_flash,mistral_nemo",extra_trees_router,30,63.63333333333333,0.32301184433164126,0.8666666666666667,0.023009613329385222,0.7882246229383693,0.03783052341792036,-3.265658415075831,6.278436360854949,0.23688663282571912,0.7274521282698854
gemini_flash_mistral,"gemini_flash,mistral_nemo",knn_router,30,63.63333333333333,0.32301184433164126,0.8769881556683587,0.024020374307983944,0.8208812070891276,0.048294022631373654,0.0,0.0,0.0,
gemini_flash_mistral,"gemini_flash,mistral_nemo",linear_svm_router,30,63.63333333333333,0.32301184433164126,0.8494077834179358,0.025826070998927194,0.7354663454086293,0.0490179590179676,-8.541486168049817,4.908200667029736,0.17495769881556683,0.6776247103054754
gemini_flash_mistral,"gemini_flash,mistral_nemo",logistic_router,30,63.63333333333333,0.32301184433164126,0.8419627749576988,0.027666486768358537,0.711807978349737,0.05499056935451473,-10.907322873939068,5.770099589536806,0.21573604060913706,0.6474265496692381
gemini_flash_mistral,"gemini_flash,mistral_nemo",mlp_router,30,63.63333333333333,0.32301184433164126,0.8739424703891708,0.02465560878641058,0.8116159258604122,0.0440015075443076,-0.926528122871538,2.549430978725003,0.049746192893401014,0.6501106301106301
gemini_flash_mistral,"gemini_flash,mistral_nemo",oracle,30,63.63333333333333,0.32301184433164126,0.9348561759729273,0.01876176710148278,1.0,0.0,17.911879291087246,4.829402263137367,0.05786802030456853,
gemini_flash_mistral,"gemini_flash,mistral_nemo",random_forest_router,30,63.63333333333333,0.32301184433164126,0.8846023688663283,0.02094785852701956,0.8447852221459631,0.03641961736834504,2.3904015056835504,3.494966048577542,0.08697123519458545,0.7311933979333359
gemini_flash_mistral,"gemini_flash,mistral_nemo",tfidf_linear_svm_router,30,63.63333333333333,0.32301184433164126,0.871912013536379,0.022373315575807098,0.8054975425850859,0.04320153880242555,-1.5383664504041603,2.5034561304553398,0.024873096446700507,0.5835249042145594
gemini_flash_mistral,"gemini_flash,mistral_nemo",tfidf_logistic_router,30,63.63333333333333,0.32301184433164126,0.8626057529610829,0.023694497210325086,0.7761654856836532,0.0444063649055863,-4.471572140547438,4.130538489075209,0.1155668358714044,0.6675788936529136
gemini_flash_mistral,"gemini_flash,mistral_nemo",tfidf_mlp_router,30,63.63333333333333,0.32301184433164126,0.8730964467005077,0.022622782315986,0.8089352568798608,0.04327945260121809,-1.1945950209266736,1.7733176120432879,0.012182741116751269,0.42898193760262726
llama_deepseek,"llama_70b,deepseek_v3",always_deepseek_v3,23,18.956521739130434,0.096225998675789,0.9123813727653939,0.01869593342268582,0.6073988662259218,0.06403942153784153,0.0,0.0,0.0,
llama_deepseek,"llama_70b,deepseek_v3",always_llama_70b,7,20.428571428571427,0.10369833212472805,0.9050036258158085,0.01701688750959446,0.5753361665032146,0.04283419516831062,0.0,0.0,0.0,
llama_deepseek,"llama_70b,deepseek_v3",decision_tree_router,30,19.3,0.09796954314720811,0.9015228426395939,0.019299471300021024,0.5055872729843655,0.11673046468351822,-9.43302966395913,13.802375434036708,0.6485617597292724,0.8961368912646245
llama_deepseek,"llama_70b,deepseek_v3",extra_trees_router,30,19.3,0.09796954314720811,0.9016920473773266,0.022325608398335625,0.5077156488237388,0.09007173604894826,-9.220192080021803,10.523732675153163,0.6754653130287648,0.8777797849987016
llama_deepseek,"llama_70b,deepseek_v3",knn_router,30,19.3,0.09796954314720811,0.8950930626057529,0.020837285042776554,0.43523930807754335,0.09833718961182017,-16.46782615464134,14.485424316322,0.7668358714043993,0.8965736040609137
llama_deepseek,"llama_70b,deepseek_v3",linear_svm_router,30,19.3,0.09796954314720811,0.9074450084602368,0.02114837493483093,0.5672699945679821,0.09081348999564164,-3.2647575055974585,10.91190850524354,0.6680203045685279,0.8950086067955352
llama_deepseek,"llama_70b,deepseek_v3",logistic_router,30,19.3,0.09796954314720811,0.9057529610829104,0.0195320999341411,0.5468672048488645,0.09820265454818729,-5.30503647750922,12.129090187968227,0.6539763113367175,0.8913278113468015
llama_deepseek,"llama_70b,deepseek_v3",mlp_router,30,19.3,0.09796954314720811,0.8983079526226734,0.02075824911274009,0.46783849541125083,0.10452313078472547,-13.207907421270594,14.675287034848257,0.7470389170896785,0.8838583305142286
llama_deepseek,"llama_70b,deepseek_v3",oracle,30,19.3,0.09796954314720811,0.9500846023688664,0.015086763536486459,1.0,0.0,40.00824303760432,6.067115372157253,0.7323181049069374,
llama_deepseek,"llama_70b,deepseek_v3",random_forest_router,30,19.3,0.09796954314720811,0.8978003384094754,0.020553927135961516,0.46636928910044406,0.09745414533067007,-13.354828052351273,12.131533512436148,0.6959390862944163,0.8688213866468717
llama_deepseek,"llama_70b,deepseek_v3",tfidf_linear_svm_router,30,19.3,0.09796954314720811,0.8967851099830796,0.022039212459660132,0.45250242213527986,0.10544499272838052,-14.741514748867692,14.911005915820148,0.7470389170896785,0.87652446219874
llama_deepseek,"llama_70b,deepseek_v3",tfidf_logistic_router,30,19.3,0.09796954314720811,0.9011844331641287,0.02237530116744282,0.5003367606553769,0.11296054551621959,-9.958080896857986,13.569648898265848,0.6952622673434856,0.8791811452903663
llama_deepseek,"llama_70b,deepseek_v3",tfidf_mlp_router,30,19.3,0.09796954314720811,0.8947546531302877,0.020905399476826025,0.4323080473093261,0.09032580785197503,-16.76095223146307,13.69672727974063,0.7604060913705584,0.8722165422922351
llama_granite,"llama_70b,granite_8b",always_granite_8b,2,23.5,0.11928934010152284,0.8781725888324873,0.0,0.5317028985507246,0.014090896001905821,0.0,0.0,0.0,
llama_granite,"llama_70b,granite_8b",always_llama_70b,28,28.892857142857142,0.14666424945612763,0.8968455402465555,0.02044758671892628,0.6819346255741354,0.06333077543271068,0.0,0.0,0.0,
llama_granite,"llama_70b,granite_8b",decision_tree_router,30,28.533333333333335,0.14483925549915397,0.8905245346869712,0.02050848650312719,0.6320709801226048,0.09348334825724657,-3.984819698330328,10.173324424502681,0.24534686971235195,0.7925213628800809
llama_granite,"llama_70b,granite_8b",extra_trees_router,30,28.533333333333335,0.14483925549915397,0.8932318104906937,0.019928395925461362,0.6525390123254327,0.07496348316912237,-1.93801647804754,8.505721195128013,0.21539763113367175,0.7590106626418617
llama_granite,"llama_70b,granite_8b",knn_router,30,28.533333333333335,0.14483925549915397,0.8950930626057529,0.020837285042776554,0.6676921239658113,0.08172416250415725,-0.4227053140096617,1.6916391016031012,0.06666666666666667,0.8705583756345178
llama_granite,"llama_70b,granite_8b",linear_svm_router,30,28.533333333333335,0.14483925549915397,0.8967851099830796,0.021091579965664346,0.67796869249166,0.10282040965815903,0.6049515385751915,9.553884571624636,0.19678510998307955,0.7843428556037978
llama_granite,"llama_70b,granite_8b",logistic_router,30,28.533333333333335,0.14483925549915397,0.8957698815566836,0.022095582256580766,0.6716736620876854,0.09200832897478164,-0.024551501822270793,8.985899155213273,0.21810490693739426,0.7810291642951863
llama_granite,"llama_70b,granite_8b",mlp_router,30,28.533333333333335,0.14483925549915397,0.8937394247038917,0.02060573658497156,0.6578021204334356,0.08064453942859753,-1.4117056672472503,3.0613989458045707,0.08341793570219966,0.694423985732107
llama_granite,"llama_70b,granite_8b",oracle,30,28.533333333333335,0.14483925549915397,0.9431472081218274,0.016402600609891915,1.0,0.0,32.8080822894092,7.206789731408845,0.1062605752961083,
llama_granite,"llama_70b,granite_8b",random_forest_router,30,28.533333333333335,0.14483925549915397,0.8908629441624366,0.020812396202685317,0.6343232538617747,0.08727287739094564,-3.7595923244133336,7.039502747398068,0.19915397631133672,0.7736568696509643
llama_granite,"llama_70b,granite_8b",tfidf_linear_svm_router,30,28.533333333333335,0.14483925549915397,0.8920473773265651,0.021942241609379864,0.6451267458598748,0.08594201341255203,-2.679243124603324,4.410708337254261,0.09712351945854485,0.7839909956404801
llama_granite,"llama_70b,granite_8b",tfidf_logistic_router,30,28.533333333333335,0.14483925549915397,0.8942470389170897,0.02074112066388011,0.6614117379293273,0.0867721053198104,-1.0507439176580748,6.881379641453885,0.17563451776649744,0.7786364076857063
llama_granite,"llama_70b,granite_8b",tfidf_mlp_router,30,28.533333333333335,0.14483925549915397,0.8954314720812183,0.0203308074816117,0.6698244436150499,0.07501751848581599,-0.20947334908581824,2.370607225489264,0.0763113367174281,0.8720357105859022
mistral_minimax,"mistral_nemo,minimax_m3",always_mistral_nemo,30,67.06666666666666,0.34043993231810493,0.6697123519458544,0.02796038887893675,0.5932239728254552,0.04657501392551967,0.0,0.0,0.0,
mistral_minimax,"mistral_nemo,minimax_m3",decision_tree_router,30,67.06666666666666,0.34043993231810493,0.6480541455160744,0.031947125224800206,0.5283406659101889,0.06969943524740568,-6.488330691526621,9.304611765909405,0.4416243654822335,0.5808176063932258
mistral_minimax,"mistral_nemo,minimax_m3",extra_trees_router,30,67.06666666666666,0.34043993231810493,0.6544839255499153,0.029746465706661823,0.5496703918132037,0.05543108983287262,-4.355358101225152,6.561448573874444,0.22927241962774955,0.5181211227404572
mistral_minimax,"mistral_nemo,minimax_m3",knn_router,30,67.06666666666666,0.34043993231810493,0.6698815566835871,0.02804130565248986,0.5937214852632662,0.046860675093430226,0.04975124378109467,0.2724987848284416,0.001692047377326565,1.0
mistral_minimax,"mistral_nemo,minimax_m3",linear_svm_router,30,67.06666666666666,0.34043993231810493,0.6522842639593909,0.03036189175337243,0.5418022583141835,0.0556224880427345,-5.142171451127161,6.0214943259066676,0.2521150592216582,0.551522821575865
mistral_minimax,"mistral_nemo,minimax_m3",logistic_router,30,67.06666666666666,0.34043993231810493,0.6565143824027072,0.03296012203672758,0.5541805616972572,0.06173035279954525,-3.904341112819793,7.327589697445739,0.2920473773265651,0.5603610845756378
mistral_minimax,"mistral_nemo,minimax_m3",mlp_router,30,67.06666666666666,0.34043993231810493,0.6692047377326564,0.026328642665000332,0.5921141495780814,0.04208867909710577,-0.11098232473737979,3.6411873429431982,0.08984771573604061,0.609774995176956
mistral_minimax,"mistral_nemo,minimax_m3",oracle,30,67.06666666666666,0.34043993231810493,0.8082910321489002,0.024963606931626022,1.0,0.0,40.677602717454484,4.657501392551967,0.1385786802030457,
mistral_minimax,"mistral_nemo,minimax_m3",random_forest_router,30,67.06666666666666,0.34043993231810493,0.6658206429780034,0.02418258464387114,0.5817211745719386,0.044972945831562784,-1.150279825351661,5.0750153189946765,0.13181049069373943,0.5240091479609483
mistral_minimax,"mistral_nemo,minimax_m3",tfidf_linear_svm_router,30,67.06666666666666,0.34043993231810493,0.6698815566835871,0.031305162947545755,0.5945472031037942,0.05860714164801515,0.1323230278339059,3.7489452028661896,0.07749576988155668,0.5349743471587979
mistral_minimax,"mistral_nemo,minimax_m3",tfidf_logistic_router,30,67.06666666666666,0.34043993231810493,0.659560067681895,0.03114724068020078,0.5642901786856651,0.05478257816116038,-2.8933794139790034,5.349370073959862,0.17986463620981388,0.5490024626085408
mistral_minimax,"mistral_nemo,minimax_m3",tfidf_mlp_router,30,67.06666666666666,0.34043993231810493,0.6727580372250423,0.028080885574965308,0.6029035045420453,0.04754219104242237,0.9679531716590216,2.901957226179365,0.04517766497461929,0.64417078048657
mistral_qwen,"mistral_nemo,qwen_30b",always_qwen_30b,30,60.93333333333333,0.3093062605752961,0.8998307952622674,0.019129917511367396,0.8722908223246043,0.03878331182458406,0.0,0.0,0.0,
mistral_qwen,"mistral_nemo,qwen_30b",decision_tree_router,30,60.93333333333333,0.3093062605752961,0.8025380710659898,0.028756738743224503,0.5567569820307501,0.09474361674757209,-31.553384029385427,10.121170820829528,0.5233502538071065,0.7253458672798209
mistral_qwen,"mistral_nemo,qwen_30b",extra_trees_router,30,60.93333333333333,0.3093062605752961,0.7839255499153975,0.025561524092601734,0.4975776435159274,0.046856401823061763,-37.471317880867694,6.424886678055846,0.6258883248730965,0.7275959416723439
mistral_qwen,"mistral_nemo,qwen_30b",knn_router,30,60.93333333333333,0.3093062605752961,0.6866328257191202,0.02935558852189937,0.18260336092958968,0.048698568253140305,-68.96874613950146,8.407509428907211,0.939424703891709,0.672879498689615
mistral_qwen,"mistral_nemo,qwen_30b",linear_svm_router,30,60.93333333333333,0.3093062605752961,0.7671742808798646,0.027698583712639672,0.4437582431106251,0.05732936229125116,-42.85325792139792,7.113466857524756,0.6458544839255499,0.705704949779671
mistral_qwen,"mistral_nemo,qwen_30b",logistic_router,30,60.93333333333333,0.3093062605752961,0.7796954314720812,0.02541919015511841,0.48475712151767875,0.05842976647343799,-38.75337008069256,6.839065043360172,0.6106598984771574,0.720084508524721
mistral_qwen,"mistral_nemo,qwen_30b",mlp_router,30,60.93333333333333,0.3093062605752961,0.7346869712351947,0.03030868133228887,0.3387083506564685,0.06170930712755815,-53.35824716681359,7.9042275928937125,0.7568527918781726,0.6835580676651462
mistral_qwen,"mistral_nemo,qwen_30b",oracle,30,60.93333333333333,0.3093062605752961,0.939424703891709,0.016431465745479903,1.0,0.0,12.770917767539565,3.8783311824584064,0.7302876480541456,
