group,models,n_seeds,policy,accuracy_mean,accuracy_std,utility_mean,regret_mean,avg_cost_mean,route_acc_mean
mistral_qwen,"mistral_nemo,qwen_30b",30,tfidf_linear_svm_router,0.7338409475465313,0.026650649158544416,0.7338409475465313,0.20558375634517764,1.1413567783417935e-05,0.6482233502538072
mistral_qwen,"mistral_nemo,qwen_30b",30,tfidf_mlp_router,0.7153976311336717,0.030831851332421084,0.7153976311336717,0.22402707275803724,1.0316936040609136e-05,0.6700507614213198
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,always_mistral_nemo,0.6697123519458544,0.02796038887893675,0.6697123519458544,0.15922165820642978,7.023673434856175e-06,0.8407783417935701
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,always_minimax_m3,0.606429780033841,0.02552848050381041,0.606429780033841,0.2225042301184433,0.0002066131878172589,0.1385786802030457
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,always_ring_1t,0.4372250423011844,0.03156661109161259,0.4372250423011844,0.3917089678510998,9.743836294416243e-05,0.020642978003384094
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,random,0.5705583756345177,0.035759822139634356,0.5705583756345177,0.2583756345177665,0.00010381284771573603,0.32622673434856175
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,oracle,0.8289340101522843,0.02515742850041648,0.8289340101522843,0.0,3.574113959390863e-05,1.0
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,logistic_router,0.6218274111675126,0.03776938644233706,0.6218274111675126,0.20710659898477157,7.286323519458544e-05,0.5849407783417936
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,linear_svm_router,0.6521150592216582,0.03105582140802008,0.6521150592216582,0.17681895093062605,2.7739435702199664e-05,0.7663282571912013
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,knn_router,0.6698815566835871,0.02804130565248986,0.6698815566835871,0.15905245346869712,7.345856175972927e-06,0.8392554991539763
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,decision_tree_router,0.6362098138747885,0.028257523110411645,0.6362098138747885,0.19272419627749576,8.526492639593909e-05,0.5549915397631133
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,random_forest_router,0.661082910321489,0.025630950296494235,0.661082910321489,0.16785109983079527,4.041875888324873e-05,0.7443316412859561
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,extra_trees_router,0.6345177664974619,0.02965871782904172,0.6345177664974619,0.19441624365482235,5.876140355329949e-05,0.6423011844331641
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,mlp_router,0.6653130287648054,0.028774756913003432,0.6653130287648054,0.16362098138747885,2.7662672588832486e-05,0.7752961082910321
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,tfidf_logistic_router,0.6492385786802031,0.032933603091472745,0.6492385786802031,0.17969543147208122,4.5239e-05,0.7128595600676818
