cost_weight,policy,accuracy_mean,accuracy_std,avg_cost_mean,utility_mean,regret_mean,route_acc_mean,n_seeds
0.75,random_forest_router,0.8532994923857867,0.009705333603857863,0.04043683086408327,0.8229718692377244,0.13074542978122042,0.4812182741116751,10
0.75,extra_trees_router,0.8654822335025381,0.008375207222175678,0.05191299915990916,0.826547484132606,0.12716981488633855,0.4370558375634518,10
0.75,mlp_router,0.8522842639593909,0.016656141729035137,0.03515529897978799,0.8259177897245499,0.1277995092943949,0.5441624365482234,10
0.75,tfidf_logistic_router,0.8593908629441624,0.016413731726264317,0.04350287873502253,0.8267637038928957,0.1269535951260492,0.4903553299492386,10
0.75,tfidf_linear_svm_router,0.8477157360406091,0.015322140673667353,0.0334447478303586,0.8226321751678402,0.1310851238511046,0.5609137055837563,10
0.75,tfidf_mlp_router,0.8477157360406091,0.011223772556194249,0.03134776752977696,0.8242049103932765,0.12951238862566833,0.586294416243655,10
1.0,always_gemini_flash_lite,0.9345177664974619,0.015773294330181282,0.21450994404140653,0.7200078224560554,0.22538850855397582,0.01116751269035533,10
1.0,always_gemini_flash,0.8766497461928934,0.01675895839514637,0.33610041221406656,0.540549333978827,0.40484699703120447,0.0,10
1.0,always_qwen_30b,0.8974619289340101,0.01654403595476185,0.044282710859242076,0.8531792180747682,0.09221711293526316,0.29949238578680204,10
1.0,always_llama_70b,0.8964467005076141,0.01976149078938265,0.09533566256825737,0.8011110379393569,0.14428529307067442,0.03401015228426396,10
1.0,always_deepseek_v3,0.9050761421319796,0.013333934554886993,0.12467466948120831,0.7804014726507714,0.16499485835925984,0.01065989847715736,10
1.0,always_granite_8b,0.8421319796954314,0.015219023229623586,0.02809467574629257,0.814037303949139,0.13135902706089236,0.6446700507614214,10
1.0,random,0.8878172588832488,0.017330067856608285,0.14072933857084885,0.7470879203123999,0.1983084106976314,0.15989847715736039,10
1.0,oracle,0.9786802030456853,0.010913377662671461,0.03328387203565403,0.9453963310100313,0.0,1.0,10
1.0,logistic_router,0.8771573604060914,0.016194228242308494,0.06146569083233068,0.8156916695737607,0.12970466143627055,0.3908629441624366,10
1.0,linear_svm_router,0.8563451776649746,0.014166792344456487,0.04681672350332121,0.8095284541616534,0.1358678768483778,0.49238578680203043,10
1.0,knn_router,0.8411167512690355,0.01709721567386684,0.02911643908273471,0.8120003121863008,0.13339601882373045,0.618781725888325,10
1.0,decision_tree_router,0.8903553299492385,0.023347801435750035,0.06766722844775416,0.8226881015014843,0.12270822950854687,0.32436548223350253,10
1.0,random_forest_router,0.8532994923857867,0.009705333603857863,0.04043683086408327,0.8128626615217035,0.13253366948832773,0.4812182741116751,10
1.0,extra_trees_router,0.8654822335025381,0.008375207222175678,0.05191299915990916,0.8135692343426288,0.13182709666740236,0.4370558375634518,10
1.0,mlp_router,0.8522842639593909,0.016656141729035137,0.03515529897978799,0.817128964979603,0.12826736603042838,0.5441624365482234,10
1.0,tfidf_logistic_router,0.8593908629441624,0.016413731726264317,0.04350287873502253,0.8158879842091398,0.12950834680089135,0.4903553299492386,10
1.0,tfidf_linear_svm_router,0.8477157360406091,0.015322140673667353,0.0334447478303586,0.8142709882102505,0.13112534279978072,0.5609137055837563,10
1.0,tfidf_mlp_router,0.8477157360406091,0.011223772556194249,0.03134776752977696,0.8163679685108323,0.12902836249919908,0.586294416243655,10
1.5,always_gemini_flash_lite,0.9345177664974619,0.015773294330181282,0.21450994404140653,0.6127528504353521,0.31600154455685214,0.01116751269035533,10
