bucket,group,models,feature_set,policy,accuracy_mean,accuracy_std,utility_mean,regret_mean,avg_cost_mean,route_acc_mean,n_seeds
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,always_llama_70b,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,always_granite_8b,0.7756410256410257,0.0,0.7756410256410257,0.12179487179487178,1.1679166666666667e-05,0.14102564102564102,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,random,0.7653846153846153,0.020572828892155424,0.7653846153846153,0.13205128205128205,2.7592838461538463e-05,0.4987179487179487,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,oracle,0.8974358974358975,0.0,0.8974358974358975,0.0,3.87305e-05,1.0,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,logistic_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,linear_svm_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,knn_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,decision_tree_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,random_forest_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,extra_trees_router,0.7666666666666666,0.005733507634614875,0.7666666666666666,0.13076923076923075,4.155796794871795e-05,0.8256410256410256,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,mlp_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_logistic_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_linear_svm_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_commonsense,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_mlp_router,0.7564102564102564,0.0,0.7564102564102564,0.14102564102564102,4.3059250000000006e-05,0.8589743589743589,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,always_llama_70b,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.959691025641026e-05,0.9551282051282051,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,always_granite_8b,0.782051282051282,0.0,0.782051282051282,0.14743589743589744,2.2098397435897436e-05,0.04487179487179487,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,random,0.8358974358974358,0.014757518504129926,0.8358974358974358,0.09358974358974359,4.604146025641025e-05,0.4871794871794872,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,oracle,0.9294871794871795,0.0,0.9294871794871795,0.0,6.709299999999999e-05,1.0,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,logistic_router,0.8717948717948719,1.2412670766236366e-16,0.8717948717948719,0.057692307692307696,6.904492307692307e-05,0.9358974358974359,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,linear_svm_router,0.8782051282051281,1.2412670766236366e-16,0.8782051282051281,0.05128205128205128,6.917005128205128e-05,0.9358974358974359,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,knn_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.959691025641026e-05,0.9551282051282051,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,decision_tree_router,0.8782051282051281,1.2412670766236366e-16,0.8782051282051281,0.05128205128205128,6.762434615384616e-05,0.8653846153846153,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,random_forest_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.959691025641026e-05,0.9551282051282051,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,extra_trees_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.959691025641026e-05,0.9551282051282051,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,mlp_router,0.8820512820512821,0.0035110420352895137,0.8820512820512821,0.047435897435897434,6.949501282051281e-05,0.95,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_logistic_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.940870512820513e-05,0.9487179487179487,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_linear_svm_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.940870512820513e-05,0.9487179487179487,5
heldout_task,llama_granite_holdout_humanities,"llama_70b,granite_8b",metadata+cheap_probe,tfidf_mlp_router,0.8846153846153847,1.2412670766236366e-16,0.8846153846153847,0.04487179487179487,6.959691025641026e-05,0.9551282051282051,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,always_llama_70b,0.9240506329113923,1.2412670766236366e-16,0.9240506329113923,0.0189873417721519,5.848022151898733e-05,0.9810126582278482,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,always_granite_8b,0.8291139240506329,0.0,0.8291139240506329,0.11392405063291138,1.6038607594936706e-05,0.0189873417721519,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,random,0.8784810126582278,0.015759366579732564,0.8784810126582278,0.06455696202531645,3.718749367088608e-05,0.4886075949367089,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,oracle,0.9430379746835443,0.0,0.9430379746835443,0.0,5.74534493670886e-05,1.0,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,logistic_router,0.8987341772151899,0.0,0.8987341772151899,0.04430379746835443,4.964170886075949e-05,0.7911392405063291,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,linear_svm_router,0.8860759493670886,0.0,0.8860759493670886,0.05696202531645569,4.9073354430379735e-05,0.759493670886076,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,knn_router,0.9240506329113923,1.2412670766236366e-16,0.9240506329113923,0.0189873417721519,5.848022151898733e-05,0.9810126582278482,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,decision_tree_router,0.9050632911392406,0.0,0.9050632911392406,0.0379746835443038,5.619667721518987e-05,0.911392405063291,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,random_forest_router,0.9240506329113923,1.2412670766236366e-16,0.9240506329113923,0.0189873417721519,5.848022151898733e-05,0.9810126582278482,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,extra_trees_router,0.9240506329113923,1.2412670766236366e-16,0.9240506329113923,0.0189873417721519,5.839674050632911e-05,0.978481012658228,5
heldout_task,llama_granite_holdout_math,"llama_70b,granite_8b",metadata+cheap_probe,mlp_router,0.9075949367088608,0.007216300158855289,0.9075949367088608,0.035443037974683546,5.530211392405063e-05,0.911392405063291,5
