n_seeds,mean_delta_pp,se_pp,ci95_lo_pp,ci95_hi_pp,t_stat,p_one_sided,n_pos_seeds,n_neg_seeds,candidate_set,models
30,1.7089678510998316,0.2315119649244492,1.269035532994924,2.148900169204738,7.381769022856034,1.961008122552954e-08,27,3,viable_pair_only,"gemini_flash,llama_70b"
30,-0.08460236886632888,0.0691965416380211,-0.2368866328257198,0.03384094754653103,-1.2226386877670608,0.8843449949022533,2,4,all_10_models,"gemini_flash_lite,gemini_flash,qwen_30b,llama_70b,deepseek_v3,granite_8b,mistral_nemo,minimax_m3,ring_1t,step_flash"
