group,models,seed,policy,accuracy,avg_cost,utility,regret,cost_weight,route_acc
llama_deepseek,"llama_70b,deepseek_v3",200,always_llama_70b,0.9289340101522843,5.562064974619289e-05,0.9289340101522843,0.050761421319796954,0.0,0.949238578680203
llama_deepseek,"llama_70b,deepseek_v3",200,always_deepseek_v3,0.9289340101522843,6.803826395939086e-05,0.9289340101522843,0.050761421319796954,0.0,0.050761421319796954
llama_deepseek,"llama_70b,deepseek_v3",200,random,0.9086294416243654,6.249435532994924e-05,0.9086294416243654,0.07106598984771574,0.0,0.4517766497461929
llama_deepseek,"llama_70b,deepseek_v3",200,oracle,0.9796954314720813,5.604210152284263e-05,0.9796954314720813,0.0,0.0,1.0
llama_deepseek,"llama_70b,deepseek_v3",200,logistic_router,0.9238578680203046,5.9116741116751276e-05,0.9238578680203046,0.05583756345177665,0.0,0.7715736040609137
llama_deepseek,"llama_70b,deepseek_v3",200,linear_svm_router,0.9289340101522843,5.749700507614214e-05,0.9289340101522843,0.050761421319796954,0.0,0.8223350253807107
llama_deepseek,"llama_70b,deepseek_v3",200,knn_router,0.9289340101522843,5.562064974619289e-05,0.9289340101522843,0.050761421319796954,0.0,0.949238578680203
llama_deepseek,"llama_70b,deepseek_v3",200,decision_tree_router,0.9289340101522843,5.956044670050762e-05,0.9289340101522843,0.050761421319796954,0.0,0.6903553299492385
llama_deepseek,"llama_70b,deepseek_v3",200,random_forest_router,0.9289340101522843,5.570981218274112e-05,0.9289340101522843,0.050761421319796954,0.0,0.868020304568528
llama_deepseek,"llama_70b,deepseek_v3",200,extra_trees_router,0.934010152284264,5.614775634517767e-05,0.934010152284264,0.04568527918781726,0.0,0.8629441624365483
llama_deepseek,"llama_70b,deepseek_v3",200,tfidf_logistic_router,0.9238578680203046,5.770097969543147e-05,0.9238578680203046,0.05583756345177665,0.0,0.8527918781725888
llama_deepseek,"llama_70b,deepseek_v3",200,tfidf_linear_svm_router,0.9289340101522843,5.637250253807107e-05,0.9289340101522843,0.050761421319796954,0.0,0.9187817258883249
llama_deepseek,"llama_70b,deepseek_v3",201,always_llama_70b,0.8883248730964467,5.1984847715736036e-05,0.8883248730964467,0.06091370558375635,0.0,0.9390862944162437
llama_deepseek,"llama_70b,deepseek_v3",201,always_deepseek_v3,0.8934010152284264,7.46165888324873e-05,0.8934010152284264,0.05583756345177665,0.0,0.06091370558375635
llama_deepseek,"llama_70b,deepseek_v3",201,random,0.8730964467005076,6.342027918781725e-05,0.8730964467005076,0.07614213197969544,0.0,0.4619289340101523
llama_deepseek,"llama_70b,deepseek_v3",201,oracle,0.949238578680203,5.345464467005076e-05,0.949238578680203,0.0,0.0,1.0
llama_deepseek,"llama_70b,deepseek_v3",201,logistic_router,0.9086294416243654,5.7090725888324876e-05,0.9086294416243654,0.04060913705583756,0.0,0.7969543147208121
llama_deepseek,"llama_70b,deepseek_v3",201,linear_svm_router,0.9035532994923858,5.5975289340101525e-05,0.9035532994923858,0.04568527918781726,0.0,0.8426395939086294
llama_deepseek,"llama_70b,deepseek_v3",201,knn_router,0.8883248730964467,5.1984847715736036e-05,0.8883248730964467,0.06091370558375635,0.0,0.9390862944162437
llama_deepseek,"llama_70b,deepseek_v3",201,decision_tree_router,0.8781725888324873,5.488212182741116e-05,0.8781725888324873,0.07106598984771574,0.0,0.8071065989847716
llama_deepseek,"llama_70b,deepseek_v3",201,random_forest_router,0.9035532994923858,5.285185279187818e-05,0.9035532994923858,0.04568527918781726,0.0,0.883248730964467
llama_deepseek,"llama_70b,deepseek_v3",201,extra_trees_router,0.9035532994923858,5.3259304568527916e-05,0.9035532994923858,0.04568527918781726,0.0,0.8730964467005076
llama_deepseek,"llama_70b,deepseek_v3",201,tfidf_logistic_router,0.9035532994923858,5.578993908629442e-05,0.9035532994923858,0.04568527918781726,0.0,0.8578680203045685
llama_deepseek,"llama_70b,deepseek_v3",201,tfidf_linear_svm_router,0.8934010152284264,5.192423857868021e-05,0.8934010152284264,0.05583756345177665,0.0,0.934010152284264
llama_deepseek,"llama_70b,deepseek_v3",202,always_llama_70b,0.8781725888324873,5.161831979695432e-05,0.8781725888324873,0.07106598984771574,0.0,0.9289340101522843
