policy,accuracy,avg_cost,utility,regret,route_acc,group,models,seed
correctness_tfidf_logistic,0.934010152284264,6.24399847715736e-05,0.934010152284264,0.025380710659898477,0.4467005076142132,llama_deepseek,"llama_70b,deepseek_v3",221
always_llama_70b,0.8984771573604061,5.131537563451777e-05,0.8984771573604061,0.04060913705583756,0.9593908629441624,llama_deepseek,"llama_70b,deepseek_v3",222
always_deepseek_v3,0.9187817258883249,6.96607614213198e-05,0.9187817258883249,0.02030456852791878,0.04060913705583756,llama_deepseek,"llama_70b,deepseek_v3",222
oracle,0.9390862944162437,5.2771817258883255e-05,0.9390862944162437,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",222
random,0.9086294416243654,6.021946700507615e-05,0.9086294416243654,0.030456852791878174,0.4619289340101523,llama_deepseek,"llama_70b,deepseek_v3",222
correctness_logistic,0.9187817258883249,6.13721116751269e-05,0.9187817258883249,0.02030456852791878,0.5329949238578681,llama_deepseek,"llama_70b,deepseek_v3",222
correctness_random_forest,0.9137055837563451,6.018145685279188e-05,0.9137055837563451,0.025380710659898477,0.5329949238578681,llama_deepseek,"llama_70b,deepseek_v3",222
correctness_extra_trees,0.9187817258883249,6.137359390862945e-05,0.9187817258883249,0.02030456852791878,0.5482233502538071,llama_deepseek,"llama_70b,deepseek_v3",222
correctness_tfidf_logistic,0.9238578680203046,6.2438269035533e-05,0.9238578680203046,0.015228426395939087,0.48223350253807107,llama_deepseek,"llama_70b,deepseek_v3",222
always_llama_70b,0.868020304568528,5.415768020304568e-05,0.868020304568528,0.07106598984771574,0.9289340101522843,llama_deepseek,"llama_70b,deepseek_v3",223
always_deepseek_v3,0.8984771573604061,7.251035532994923e-05,0.8984771573604061,0.04060913705583756,0.07106598984771574,llama_deepseek,"llama_70b,deepseek_v3",223
oracle,0.9390862944162437,5.5458639593908635e-05,0.9390862944162437,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",223
random,0.8883248730964467,6.128641116751268e-05,0.8883248730964467,0.050761421319796954,0.5685279187817259,llama_deepseek,"llama_70b,deepseek_v3",223
correctness_logistic,0.8883248730964467,5.8384548223350257e-05,0.8883248730964467,0.050761421319796954,0.6294416243654822,llama_deepseek,"llama_70b,deepseek_v3",223
correctness_random_forest,0.8883248730964467,5.889034010152284e-05,0.8883248730964467,0.050761421319796954,0.5076142131979695,llama_deepseek,"llama_70b,deepseek_v3",223
correctness_extra_trees,0.8934010152284264,6.177028426395939e-05,0.8934010152284264,0.04568527918781726,0.5634517766497462,llama_deepseek,"llama_70b,deepseek_v3",223
correctness_tfidf_logistic,0.8883248730964467,5.919328934010152e-05,0.8883248730964467,0.050761421319796954,0.6040609137055838,llama_deepseek,"llama_70b,deepseek_v3",223
always_llama_70b,0.9238578680203046,5.34706040609137e-05,0.9238578680203046,0.04060913705583756,0.9593908629441624,llama_deepseek,"llama_70b,deepseek_v3",224
always_deepseek_v3,0.9187817258883249,7.188768527918782e-05,0.9187817258883249,0.04568527918781726,0.04060913705583756,llama_deepseek,"llama_70b,deepseek_v3",224
oracle,0.9644670050761421,5.4168218274111676e-05,0.9644670050761421,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",224
random,0.9289340101522843,6.172631472081218e-05,0.9289340101522843,0.03553299492385787,0.49238578680203043,llama_deepseek,"llama_70b,deepseek_v3",224
correctness_logistic,0.9187817258883249,6.12359847715736e-05,0.9187817258883249,0.04568527918781726,0.4467005076142132,llama_deepseek,"llama_70b,deepseek_v3",224
correctness_random_forest,0.9187817258883249,6.105160406091371e-05,0.9187817258883249,0.04568527918781726,0.4416243654822335,llama_deepseek,"llama_70b,deepseek_v3",224
correctness_extra_trees,0.9289340101522843,6.338243147208122e-05,0.9289340101522843,0.03553299492385787,0.4720812182741117,llama_deepseek,"llama_70b,deepseek_v3",224
correctness_tfidf_logistic,0.9238578680203046,6.457413197969544e-05,0.9238578680203046,0.04060913705583756,0.4263959390862944,llama_deepseek,"llama_70b,deepseek_v3",224
always_llama_70b,0.9035532994923858,5.3938969543147214e-05,0.9035532994923858,0.050761421319796954,0.949238578680203,llama_deepseek,"llama_70b,deepseek_v3",225
always_deepseek_v3,0.8781725888324873,7.086335025380711e-05,0.8781725888324873,0.07614213197969544,0.050761421319796954,llama_deepseek,"llama_70b,deepseek_v3",225
oracle,0.9543147208121827,5.577157868020305e-05,0.9543147208121827,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",225
random,0.883248730964467,6.169290355329949e-05,0.883248730964467,0.07106598984771574,0.5076142131979695,llama_deepseek,"llama_70b,deepseek_v3",225
correctness_logistic,0.9086294416243654,5.9624517766497466e-05,0.9086294416243654,0.04568527918781726,0.6294416243654822,llama_deepseek,"llama_70b,deepseek_v3",225
correctness_random_forest,0.883248730964467,5.932736040609138e-05,0.883248730964467,0.07106598984771574,0.45685279187817257,llama_deepseek,"llama_70b,deepseek_v3",225
correctness_extra_trees,0.8934010152284264,6.145117766497463e-05,0.8934010152284264,0.06091370558375635,0.5380710659898477,llama_deepseek,"llama_70b,deepseek_v3",225
correctness_tfidf_logistic,0.9086294416243654,6.055154822335025e-05,0.9086294416243654,0.04568527918781726,0.5532994923857868,llama_deepseek,"llama_70b,deepseek_v3",225
always_llama_70b,0.8730964467005076,5.173893908629442e-05,0.8730964467005076,0.05583756345177665,0.9441624365482234,llama_deepseek,"llama_70b,deepseek_v3",226
always_deepseek_v3,0.8934010152284264,6.863447715736041e-05,0.8934010152284264,0.03553299492385787,0.05583756345177665,llama_deepseek,"llama_70b,deepseek_v3",226
oracle,0.9289340101522843,5.188256852791878e-05,0.9289340101522843,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",226
random,0.8883248730964467,6.0134446700507615e-05,0.8883248730964467,0.04060913705583756,0.467005076142132,llama_deepseek,"llama_70b,deepseek_v3",226
correctness_logistic,0.8984771573604061,6.0404131979695435e-05,0.8984771573604061,0.030456852791878174,0.4619289340101523,llama_deepseek,"llama_70b,deepseek_v3",226
correctness_random_forest,0.8984771573604061,6.15732538071066e-05,0.8984771573604061,0.030456852791878174,0.47715736040609136,llama_deepseek,"llama_70b,deepseek_v3",226
correctness_extra_trees,0.8984771573604061,6.030259898477157e-05,0.8984771573604061,0.030456852791878174,0.5532994923857868,llama_deepseek,"llama_70b,deepseek_v3",226
correctness_tfidf_logistic,0.8984771573604061,6.101783756345178e-05,0.8984771573604061,0.030456852791878174,0.4619289340101523,llama_deepseek,"llama_70b,deepseek_v3",226
always_llama_70b,0.8984771573604061,5.507285279187817e-05,0.8984771573604061,0.08121827411167512,0.9187817258883249,llama_deepseek,"llama_70b,deepseek_v3",227
always_deepseek_v3,0.9238578680203046,7.162141116751269e-05,0.9238578680203046,0.05583756345177665,0.08121827411167512,llama_deepseek,"llama_70b,deepseek_v3",227
oracle,0.9796954314720813,5.631498984771573e-05,0.9796954314720813,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",227
random,0.9137055837563451,6.61115076142132e-05,0.9137055837563451,0.06598984771573604,0.5228426395939086,llama_deepseek,"llama_70b,deepseek_v3",227
correctness_logistic,0.9238578680203046,6.311080203045686e-05,0.9238578680203046,0.05583756345177665,0.5532994923857868,llama_deepseek,"llama_70b,deepseek_v3",227
correctness_random_forest,0.9238578680203046,6.309265482233503e-05,0.9238578680203046,0.05583756345177665,0.5786802030456852,llama_deepseek,"llama_70b,deepseek_v3",227
correctness_extra_trees,0.9238578680203046,6.39083654822335e-05,0.9238578680203046,0.05583756345177665,0.5532994923857868,llama_deepseek,"llama_70b,deepseek_v3",227
correctness_tfidf_logistic,0.9137055837563451,6.307948223350254e-05,0.9137055837563451,0.06598984771573604,0.5126903553299492,llama_deepseek,"llama_70b,deepseek_v3",227
always_llama_70b,0.8984771573604061,5.838167512690355e-05,0.8984771573604061,0.04568527918781726,0.9543147208121827,llama_deepseek,"llama_70b,deepseek_v3",228
always_deepseek_v3,0.9086294416243654,7.314651776649746e-05,0.9086294416243654,0.03553299492385787,0.04568527918781726,llama_deepseek,"llama_70b,deepseek_v3",228
oracle,0.9441624365482234,5.941439593908629e-05,0.9441624365482234,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",228
random,0.8984771573604061,6.851538578680203e-05,0.8984771573604061,0.04568527918781726,0.4365482233502538,llama_deepseek,"llama_70b,deepseek_v3",228
correctness_logistic,0.8984771573604061,6.45360152284264e-05,0.8984771573604061,0.04568527918781726,0.49238578680203043,llama_deepseek,"llama_70b,deepseek_v3",228
correctness_random_forest,0.9086294416243654,6.517805583756346e-05,0.9086294416243654,0.03553299492385787,0.4467005076142132,llama_deepseek,"llama_70b,deepseek_v3",228
correctness_extra_trees,0.9086294416243654,6.552877664974618e-05,0.9086294416243654,0.03553299492385787,0.5228426395939086,llama_deepseek,"llama_70b,deepseek_v3",228
correctness_tfidf_logistic,0.8984771573604061,6.622468020304568e-05,0.8984771573604061,0.04568527918781726,0.4517766497461929,llama_deepseek,"llama_70b,deepseek_v3",228
always_llama_70b,0.8781725888324873,5.466173604060913e-05,0.8781725888324873,0.050761421319796954,0.949238578680203,llama_deepseek,"llama_70b,deepseek_v3",229
always_deepseek_v3,0.9137055837563451,6.778710659898477e-05,0.9137055837563451,0.015228426395939087,0.050761421319796954,llama_deepseek,"llama_70b,deepseek_v3",229
oracle,0.9289340101522843,5.6177695431472074e-05,0.9289340101522843,0.0,1.0,llama_deepseek,"llama_70b,deepseek_v3",229
random,0.8984771573604061,6.185181725888325e-05,0.8984771573604061,0.030456852791878174,0.48223350253807107,llama_deepseek,"llama_70b,deepseek_v3",229
correctness_logistic,0.9035532994923858,6.068619796954314e-05,0.9035532994923858,0.025380710659898477,0.5025380710659898,llama_deepseek,"llama_70b,deepseek_v3",229
correctness_random_forest,0.9035532994923858,6.0908192893401014e-05,0.9035532994923858,0.025380710659898477,0.4619289340101523,llama_deepseek,"llama_70b,deepseek_v3",229
correctness_extra_trees,0.883248730964467,6.040446192893401e-05,0.883248730964467,0.04568527918781726,0.5126903553299492,llama_deepseek,"llama_70b,deepseek_v3",229
correctness_tfidf_logistic,0.8984771573604061,6.179094923857868e-05,0.8984771573604061,0.030456852791878174,0.45685279187817257,llama_deepseek,"llama_70b,deepseek_v3",229
