group,models,seed,policy,accuracy,avg_cost,utility,regret,cost_weight,route_acc
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,always_gemini_flash_lite,0.9137055837563451,0.00012077157360406092,0.9137055837563451,0.03553299492385787,0.0,0.9644670050761421
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,always_qwen_30b,0.868020304568528,2.3474460913705585e-05,0.868020304568528,0.08121827411167512,0.0,0.03553299492385787
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,random,0.8934010152284264,6.953260304568527e-05,0.8934010152284264,0.05583756345177665,0.0,0.467005076142132
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,oracle,0.949238578680203,0.00011621963045685279,0.949238578680203,0.0,0.0,1.0
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,logistic_router,0.9137055837563451,0.0001077454192893401,0.9137055837563451,0.03553299492385787,0.0,0.8629441624365483
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,linear_svm_router,0.9137055837563451,0.00011158706192893401,0.9137055837563451,0.03553299492385787,0.0,0.8781725888324873
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,knn_router,0.9137055837563451,0.00012077157360406092,0.9137055837563451,0.03553299492385787,0.0,0.9644670050761421
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,decision_tree_router,0.883248730964467,7.893997969543148e-05,0.883248730964467,0.06598984771573604,0.0,0.5583756345177665
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,random_forest_router,0.9137055837563451,0.00012077157360406092,0.9137055837563451,0.03553299492385787,0.0,0.9644670050761421
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,extra_trees_router,0.9137055837563451,0.00010211975837563452,0.9137055837563451,0.03553299492385787,0.0,0.8121827411167513
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,tfidf_logistic_router,0.9137055837563451,0.00011689576649746195,0.9137055837563451,0.03553299492385787,0.0,0.934010152284264
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",229,tfidf_linear_svm_router,0.9137055837563451,0.00011986638375634518,0.9137055837563451,0.03553299492385787,0.0,0.9543147208121827
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230,always_gemini_flash_lite,0.9187817258883249,0.00012391624365482235,0.9187817258883249,0.025380710659898477,0.0,0.9746192893401016
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230,always_qwen_30b,0.9187817258883249,2.4823336040609136e-05,0.9187817258883249,0.025380710659898477,0.0,0.025380710659898477
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230,random,0.9187817258883249,7.467385786802031e-05,0.9187817258883249,0.025380710659898477,0.0,0.5025380710659898
2model_gemini_flash_lite_qwen_30b,"gemini_flash_lite,qwen_30b",230,oracle,0.9441624365482234,0.0001207508263959391,0.9441624365482234,0.0,0.0,1.0
