group,models,policy,accuracy_mean,accuracy_std,avg_cost_mean,utility_mean,regret_mean,route_acc_mean
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",oracle,0.9441624365482234,0.010152284263959357,7.009591675126904e-05,0.9441624365482234,0.0,1.0
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",always_deepseek_v3,0.9076142131979695,0.016604494653600154,7.242940507614214e-05,0.9076142131979695,0.0365482233502538,0.9634517766497461
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",knn_router,0.9076142131979695,0.016604494653600154,7.233751675126904e-05,0.9076142131979695,0.0365482233502538,0.9614213197969544
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",mlp_router,0.9076142131979695,0.016604494653600154,7.193380101522842e-05,0.9076142131979695,0.0365482233502538,0.9573604060913705
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",random_forest_router,0.9065989847715736,0.016291174148102744,6.980478375634518e-05,0.9065989847715736,0.03756345177664975,0.900507614213198
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",tfidf_mlp_router,0.9065989847715736,0.015480152976626336,7.191398984771574e-05,0.9065989847715736,0.03756345177664975,0.9543147208121827
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",tfidf_linear_svm_router,0.9035532994923858,0.013901587753938242,7.131692182741118e-05,0.9035532994923858,0.04060913705583756,0.9390862944162437
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",tfidf_logistic_router,0.899492385786802,0.013620718644668763,6.924855025380712e-05,0.899492385786802,0.04467005076142132,0.898477157360406
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",extra_trees_router,0.8964467005076141,0.013236959198380988,6.786550456852791e-05,0.8964467005076141,0.047715736040609136,0.8609137055837565
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",linear_svm_router,0.8964467005076141,0.012741015632498574,6.435579898477156e-05,0.8964467005076141,0.047715736040609136,0.8213197969543147
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",logistic_router,0.8954314720812182,0.013236959198380988,6.411782335025382e-05,0.8954314720812182,0.048730964467005075,0.8152284263959391
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",decision_tree_router,0.8923857868020304,0.00661847959919055,5.836221725888324e-05,0.8923857868020304,0.05177664974619289,0.7411167512690355
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",random,0.882233502538071,0.03431562189067123,4.413231472081218e-05,0.882233502538071,0.061928934010152294,0.4913705583756345
2model_deepseek_v3_granite_8b,"deepseek_v3,granite_8b",always_granite_8b,0.8517766497461929,0.011004813902882639,1.626152284263959e-05,0.8517766497461929,0.09238578680203045,0.0365482233502538
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",oracle,0.9360406091370559,0.010526112362095278,0.00018439034314720812,0.9360406091370559,0.0,1.0
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",always_deepseek_v3,0.9076142131979695,0.016604494653600154,7.242940507614214e-05,0.9076142131979695,0.028426395939086295,0.06700507614213198
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",extra_trees_router,0.8974619289340101,0.016604494653600133,0.00016943345177664976,0.8974619289340101,0.03857868020304568,0.7756345177664975
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",random_forest_router,0.8944162436548224,0.00752913551989412,0.00017729996345177665,0.8944162436548224,0.0416243654822335,0.8365482233502538
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",decision_tree_router,0.8923857868020304,0.00834095265236294,0.00016188145583756345,0.8923857868020304,0.04365482233502538,0.7035532994923858
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",logistic_router,0.8923857868020304,0.011575385026387214,0.00017169520203045685,0.8923857868020304,0.04365482233502538,0.7939086294416244
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",random,0.8852791878172589,0.010526112362095287,0.00013525257258883248,0.8852791878172589,0.050761421319796954,0.47918781725888326
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",tfidf_logistic_router,0.8842639593908629,0.0066184795991905306,0.00017943561827411168,0.8842639593908629,0.05177664974619289,0.8416243654822335
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",mlp_router,0.8771573604060914,0.012119123234835851,0.00018870843857868018,0.8771573604060914,0.05888324873096447,0.900507614213198
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",linear_svm_router,0.8730964467005077,0.014357498095158298,0.00018070528324873095,0.8730964467005077,0.06294416243654823,0.8203045685279188
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",knn_router,0.8710659898477158,0.01274101563249858,0.00019369662944162435,0.8710659898477158,0.06497461928934009,0.9340101522842639
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",tfidf_linear_svm_router,0.8710659898477158,0.013714980798077427,0.00019116666395939085,0.8710659898477158,0.0649746192893401,0.9076142131979695
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",always_gemini_flash,0.8690355329949238,0.011004813902882628,0.00019447837563451776,0.8690355329949238,0.06700507614213198,0.932994923857868
2model_gemini_flash_deepseek_v3,"gemini_flash,deepseek_v3",tfidf_mlp_router,0.8690355329949238,0.009764154346026071,0.00019262103350253806,0.8690355329949238,0.06700507614213198,0.9197969543147207
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",oracle,0.9258883248730964,0.01168615678499632,0.000182268730964467,0.9258883248730964,0.0,1.0
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",extra_trees_router,0.8781725888324873,0.010152284263959378,0.0001543453807106599,0.8781725888324873,0.047715736040609136,0.7593908629441625
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",random_forest_router,0.8761421319796954,0.009221270114002506,0.00016709274111675128,0.8761421319796954,0.049746192893401014,0.8192893401015228
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",logistic_router,0.8720812182741117,0.01263949197765351,0.00016193192893401015,0.8720812182741117,0.05380710659898478,0.7928934010152284
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",tfidf_logistic_router,0.8710659898477158,0.010526112362095238,0.0001762797461928934,0.8710659898477158,0.05482233502538071,0.8649746192893402
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",always_gemini_flash,0.8690355329949238,0.011004813902882628,0.00019447837563451776,0.8690355329949238,0.05685279187817259,0.9431472081218274
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",knn_router,0.8690355329949238,0.011004813902882628,0.00019447837563451776,0.8690355329949238,0.05685279187817259,0.9431472081218274
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",mlp_router,0.8690355329949238,0.011004813902882628,0.000190403654822335,0.8690355329949238,0.05685279187817259,0.9218274111675127
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",tfidf_mlp_router,0.8690355329949238,0.011004813902882628,0.0001929784771573604,0.8690355329949238,0.05685279187817259,0.9370558375634518
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",decision_tree_router,0.8670050761421321,0.014085722767016851,0.00014802492385786802,0.8670050761421321,0.05888324873096447,0.7248730964467005
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",tfidf_linear_svm_router,0.8670050761421318,0.009080479096445819,0.00019182868020304567,0.8670050761421318,0.05888324873096447,0.9309644670050762
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",linear_svm_router,0.8659898477157361,0.012741015632498598,0.0001721610152284264,0.8659898477157361,0.05989847715736041,0.8253807106598986
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",random,0.8598984771573605,0.01706369168931128,0.00010695548223350253,0.8598984771573605,0.06598984771573604,0.4812182741116751
2model_gemini_flash_granite_8b,"gemini_flash,granite_8b",always_granite_8b,0.8517766497461929,0.011004813902882639,1.626152284263959e-05,0.8517766497461929,0.07411167512690356,0.05685279187817259
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",oracle,0.950253807106599,0.009080479096445798,0.00012185609137055837,0.950253807106599,0.0,1.0
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",tfidf_logistic_router,0.9238578680203047,0.010768123571368773,0.0001222647918781726,0.9238578680203047,0.026395939086294416,0.9390862944162437
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",logistic_router,0.9228426395939087,0.012119123234835903,0.00011969259086294416,0.9228426395939087,0.027411167512690356,0.8852791878172589
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",random_forest_router,0.9228426395939087,0.011004813902882674,0.00012238902131979696,0.9228426395939087,0.027411167512690356,0.9431472081218274
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",linear_svm_router,0.9218274111675127,0.00922127011400256,0.00011946162842639592,0.9218274111675127,0.02842639593908629,0.8873096446700508
2model_gemini_flash_lite_deepseek_v3,"gemini_flash_lite,deepseek_v3",extra_trees_router,0.9197969543147207,0.013139268127456626,0.00011848068223350254,0.9197969543147207,0.03045685279187817,0.8791878172588833
