group,models,seed,policy,accuracy,avg_cost,utility,regret,cost_weight,route_acc
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,always_gemini_flash_lite,0.9137055837563451,0.00012077157360406092,0.9137055837563451,0.025380710659898477,0.0,0.9746192893401016
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,always_gemini_flash,0.8781725888324873,0.00018899238578680202,0.8781725888324873,0.06091370558375635,0.0,0.025380710659898477
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,random,0.8883248730964467,0.00015214086294416243,0.8883248730964467,0.050761421319796954,0.0,0.45685279187817257
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,oracle,0.9390862944162437,0.000124703807106599,0.9390862944162437,0.0,0.0,1.0
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,logistic_router,0.9086294416243654,0.00012958959390862944,0.9086294416243654,0.030456852791878174,0.0,0.8274111675126904
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,linear_svm_router,0.9086294416243654,0.00012779416243654824,0.9086294416243654,0.030456852791878174,0.0,0.8477157360406091
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,knn_router,0.9137055837563451,0.00012097030456852793,0.9137055837563451,0.025380710659898477,0.0,0.9695431472081218
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,decision_tree_router,0.9086294416243654,0.00012779670050761422,0.9086294416243654,0.030456852791878174,0.0,0.8477157360406091
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,random_forest_router,0.9035532994923858,0.00012328274111675128,0.9035532994923858,0.03553299492385787,0.0,0.9137055837563451
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,extra_trees_router,0.8984771573604061,0.00013453730964467007,0.8984771573604061,0.04060913705583756,0.0,0.7715736040609137
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,mlp_router,0.9137055837563451,0.00012077157360406092,0.9137055837563451,0.025380710659898477,0.0,0.9746192893401016
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,tfidf_logistic_router,0.9086294416243654,0.00012429898477157362,0.9086294416243654,0.030456852791878174,0.0,0.9086294416243654
2model_gemini_flash_lite_gemini_flash,"gemini_flash_lite,gemini_flash",229,tfidf_linear_svm_router,0.9137055837563451,0.00012139060913705585,0.9137055837563451,0.025380710659898477,0.0,0.9695431472081218
